,ID,ID collecteur,Date de début,Date de fin,Q1,Q3,Q4,Q4-text,Q5,Q5-text,Q6,Q6-text,Q7,Q8,Q9,Q10,Q11,Q12,Q8-en,Q10-en,Q12-en,Q4-en,Q5-en,Q6-en
439,6182653013,156443487,2017-05-04 21:34:41,2017-05-04 21:37:01,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Après avoir eu un grand débat, Marine le Pen à perdu des voix, on s'en prenant à Monsieur Macron, je ne peut dire que cela !",Oui,,Oui,,"Having had a great debate, Marine Le Pen lost votes, taking Mr Macron, I can say that it!",,,,,
440,6182647379,156443487,2017-05-04 21:28:48,2017-05-04 21:38:01,Oui,Macron,Oui,,Pas sûr,,Emmanuel Macron,,Macron,"Les français ne veulent pas sortir de l'union européenne. On appelle partout à voté macron. Aujourd'hui sortir de l'Europe,  je ne crois pas trop.",Oui,,Oui,Actuellement ce n'est pas facile mais on doit changer de politique et pas forcément sortir de l'Europe et fermé nos frontières comme propose le FN.,"The French don't want to leave the European Union. It is everywhere voted macron. Today out of Europe, I do not too.",,Currently this is not easy but we must change policy and not necessarily out of Europe and closed our borders as proposes the FN.,,,
441,6182644290,156443487,2017-05-04 21:28:11,2017-05-04 21:30:03,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Non,,Non,,,,,,,
442,6182637700,156443487,2017-05-04 21:22:33,2017-05-04 21:25:06,Oui,,Non,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
443,6182634318,156443487,2017-05-04 21:21:05,2017-05-04 21:25:21,Oui,Le Pen,Oui,,Pas sûr,,Marine Le Pen,,Le Pen,Sa sera Marine le Pen prck elle a tout les points positifs pour remettre la France en ordre ,Oui,,Oui,,It will be Marine Le Pen prck it has all the positive points to put France in order ,,,,,
444,6182633575,156443487,2017-05-04 21:19:28,2017-05-04 21:22:29,Non,Le Pen,Je ne sais pas,,Cela dépend du candidat,,Marine Le Pen,,,,,,,,,,,,,
445,6182630876,156443487,2017-05-04 21:18:44,2017-05-04 21:20:45,Non,,Je ne sais pas,,Pas sûr,,Emmanuel Macron,,,,,,,,,,,,,
446,6182622017,156443487,2017-05-04 21:14:04,2017-05-04 21:15:31,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Non,,Oui,,,,,,,
447,6182618939,156443487,2017-05-04 21:10:13,2017-05-04 21:19:44,Oui,Macron,Oui,,Cela dépend du candidat,,Emmanuel Macron,,Macron,je pense que M macron est ce que j'attend d'une politique pour la France.,Oui,Parce-qu'on en n'as parler entre amies..,Oui,c'est une vision de la France qui est juste à mon gout...,I think M macron is what I expect a policy for France.,Because-it did not speak between friends ..,It is a vision of France which is just my taste ...,,,
448,6182616156,156443487,2017-05-04 21:07:51,2017-05-04 21:11:17,Oui,Macron,Oui,,,,Emmanuel Macron,,,,,,,,,,,,,
449,6182613606,156443487,2017-05-04 21:08:50,2017-05-04 21:13:09,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,"Je pense que M. Le Pen pourra passer le 2ne tour, car elle nous propose un programme qui me semble assez à la hauteur, certes, quelques fragilités mais cela est normal car tout ne peux pas être parfait. Je pense qu'elle à les capacités requises pour devenir présidente française, et gouverner notre payer. Elle sait ou elle va nous mener ",Non,"Mes amis ne sont l'as trop pour le parti de droite, après je ne connais pas non plus leurs avis politique",Oui,Parce que ,"I think Mr. The Pen will pass the 2ne turn, because it is proposing a program that seems enough to the height, of course, some fragilities but this is normal because everything can't be perfect. I think it capabilities required to become French president, and govern our pay. She knows or she will lead us ","My friends are you too for the party of the right, after I do not know their political opinion",Because ,,,
450,6182611645,156443487,2017-05-04 21:07:08,2017-05-04 21:08:33,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
451,6182608672,156443487,2017-05-04 21:04:45,2017-05-04 21:06:39,Non,Macron,Oui,,Très sûr,,Emmanuel Macron,,,,,,,,,,,,,
452,6182607362,156443487,2017-05-04 21:04:54,2017-05-04 21:06:18,Non,,Non,,Autre (veuillez préciser),J'ai pas les papiers ,Emmanuel Macron,,,,,,,,,,,,I have not papers ,
453,6182606673,156443487,2017-05-04 21:04:24,2017-05-04 21:05:47,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Oui,,,,,,,
454,6182605718,156443487,2017-05-04 21:03:18,2017-05-04 21:04:49,Non,,Non,,Pas sûr,,,,,,,,,,,,,,,
455,6182604357,156443487,2017-05-04 21:02:38,2017-05-04 21:06:01,Oui,Melenchon,Oui,,Je ne sais pas,,Marine Le Pen,,Macron,Je ne peut pas vous dire cela va être très serrer a mon avis  ,Non,Ils me se que c'est le pen qui va passer,Oui,Je ne sais pas,I cannot tell you this will be very close in my opinion  ,They are me that it is the pen that will pass,I don't know,,,
456,6182599300,156443487,2017-05-04 21:00:06,2017-05-04 21:02:46,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Elle a un programme qui prend en compte les besoins des français elle dit tout haut se que les gens penses tout bas ,Non,Pour eux le FN est un partis fasciste ,Oui,Elle pourra faire évoluer positivement la France ,It has a program that takes into account the needs of the French said aloud is that people think all low ,For them the FN is a fascist parties ,It will evolve positively France ,,,
457,6182596022,156443487,2017-05-04 20:57:26,2017-05-04 21:00:25,Oui,Dupont-Aignan,Oui,,Pas sûr,,Marine Le Pen,,Macron,Je pense que macron gagnera malgré tout l élections õ,Oui,,Non,,I think macron win despite elections l ¦;,,,,,
458,6182591555,156443487,2017-05-04 20:54:27,2017-05-04 20:56:54,Oui,Melenchon,Oui,,Je ne sais pas,,Blanc,Je ne sais pas,Le Pen,,Oui,,,,,,,,,I don't know
459,6182591500,156443487,2017-05-04 20:53:53,2017-05-04 20:56:25,Non,Macron,Je ne sais pas,,Très sûr,,Emmanuel Macron,,,,,,,,,,,,,
460,6182586060,156443487,2017-05-04 20:51:16,2017-05-04 20:54:32,Non,Macron,Autre (veuillez préciser),No,Autre (veuillez préciser),Je ne sais pas,Blanc,Macron,,,,,,,,,,No.,I don't know,Macron
461,6182585132,156443487,2017-05-04 20:50:23,2017-05-04 20:56:30,Oui,Melenchon,Oui,,Autre (veuillez préciser),"Nous alLons être gouverner par des huîtres ! Et encore, même elles sont moins débile. ",Blanc,Aucun intérêt.,Macron,"L'extrême droite reste un parti sans aucun conviction en fin si celle de toujours faire des inégalités encore l'origine, le sexe, la sexualité.   Autant votée pour une personne qui va contre cette femme. ",Oui,Nous avons les mêmes opinions politique. ,Non,Pas vraiment car je vote contre mes convictions. Sachant que je suis communiste. ,"The extreme right remains a party without any belief in the end if it always inequalities still origin, sex, sexuality.   Just voted for a person who goes against this woman. ",We have the same political opinions. ,Not really because I vote against my convictions. Since I am communist. ,,"We will be govern by oysters! And yet, even they are less stupid. ",No interest.
462,6182581705,156443487,2017-05-04 20:49:13,2017-05-04 20:50:36,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Son programme est plus interessent.,Oui,,Oui,,His program is more interested.,,,,,
463,6182581528,156443487,2017-05-04 20:48:38,2017-05-04 20:50:43,Oui,,Je ne sais pas,,Très sûr,,Marine Le Pen,,Le Pen,,Oui,,Oui,,,,,,,
464,6182579525,156443487,2017-05-04 20:46:38,2017-05-04 20:51:43,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Saï se guilbert faudrait pour la franc,Oui,Ille aime sa politique ,Oui,Je le sai,Saï is guilbert for the franc should,Ille likes its policy ,I sai,,,
465,6182578440,156443487,2017-05-04 20:45:55,2017-05-04 20:48:53,Non,Le Pen,Non,,Cela dépend du candidat,,Marine Le Pen,,,,,,,,,,,,,
466,6182577784,156443487,2017-05-04 20:46:32,2017-05-04 20:47:42,Non,Le Pen,Non,,Pas sûr,,Marine Le Pen,,,,,,,,,,,,,
467,6182570149,156443487,2017-05-04 20:41:39,2017-05-04 20:43:43,Oui,Le Pen,Oui,,Je ne sais pas,,Marine Le Pen,,Le Pen,,Oui,,,,,,,,,
468,6182568273,156443487,2017-05-04 20:41:10,2017-05-04 20:42:42,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,Non,,Oui,,,,,,,
469,6182567956,156443487,2017-05-04 20:40:53,2017-05-04 20:46:52,Oui,Melenchon,Oui,,Je ne sais pas,,Emmanuel Macron,,Macron,Je pense que c'est  Macron  il nous rassure avec c parole il veut changer la France pour l'avenir construire des chose bien et jpense il si connais bien il les jeune emplus  il la tout les qualités pour le faire.,Oui,Oui car il veut faire des chose nouvelle en france et pour qu'on n'a un avenir mielleur  il veut bien faire les choses  .2,Oui,Oui il la beaucoup de qualité il nous rassure avec c parole  il les franc  il la l'aire sur de lui et tout jeune et beau,I think it reassures us with Macron c floor he wants to change France for the future building thing and jpense if know it young emplus all the qualifications.,Yes because he wants to make new thing in france and has a better future it wants to do things .2,Yes he much he reassures us with quality floor c frank the area on him and any young and beautiful,,,
470,6182566912,156443487,2017-05-04 20:39:02,2017-05-04 20:46:10,Oui,Macron,Je ne sais pas,,Autre (veuillez préciser),Sa depend,Blanc,Blanc,Macron,Les gens on peur de le Pen ,Oui,Dans tous les cas ces deux candidats sont potentiellement dangereux pour la France. ,Non,Dans tous les cas ils ne feront qu'empirer le système actuel .,People are afraid to Pen ,In all cases these two candidates are potentially dangerous for France. ,In all cases they will only worsen the current system.,,Its depends,Blanc
471,6182559345,156443487,2017-05-04 20:35:32,2017-05-04 20:39:54,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Car elle a un Sacret programme pour le coter financer et pour la protection aminals ,Oui,Elle a un gros programme ,Oui,Oui je pence que elle arrivera a redresser la France ,Because it has a Sacret program for the rate finance and protection aminals ,She has a big program ,Yes I pence that she will recover France ,,,
472,6182553380,156443487,2017-05-04 20:29:57,2017-05-04 20:34:57,Oui,Macron,Autre (veuillez préciser),macron,Autre (veuillez préciser),macron,Blanc,macron,Macron,Macron ,Oui,Macron ,,Macron ,Macron ,Macron ,Macron ,Macron,Macron,Macron
473,6182550101,156443487,2017-05-04 20:30:18,2017-05-04 20:31:58,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Oui,,,,,,,
474,6182548416,156443487,2017-05-04 20:28:45,2017-05-04 20:31:20,Oui,Le Pen,Oui,,Je ne sais pas,,Marine Le Pen,,,,,,,,,,,,,
475,6182547576,156443487,2017-05-04 20:27:36,2017-05-04 20:57:46,Oui,Melenchon,Oui,,Très sûr,,Blanc,Je ne sais pas pour qui voter,Le Pen,A se lui qui aura le plus de vote que soie un(e) ou autre c' est la mais chose     ,Non,,,,A man who will be the most vote that silk (e) or other is but something     ,,,,,I don't know who to vote for
476,6182546139,156443487,2017-05-04 20:27:54,2017-05-04 20:29:44,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
477,6182541697,156443487,2017-05-04 20:25:11,2017-05-04 20:26:55,Non,,,,,,Emmanuel Macron,,,,,,,,,,,,,
478,6182532611,156443487,2017-05-04 20:20:44,2017-05-04 20:23:52,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,C est la seule candidate qui écoute et qui ne voit pas que l argent   Et puis ont na u la droite la gauche alors pourquoi pas essaier le fn? ,Oui,,Oui,,C is the only candidate who listens and is not what money And then na u have the right left then why not essaier fn? ,,,,,
479,6182528132,156443487,2017-05-04 20:18:20,2017-05-04 20:21:23,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Macron,Car pour moi les autres von faire barrage au fn,Oui,,Oui,Car son programme et bon et elle et la pour le peuple pas pour les banquiers,For me the other von to fn dam,,Carson program and good and and the people not for bankers,,,
480,6182524200,156443487,2017-05-04 20:14:32,2017-05-04 20:17:13,Non,Macron,Non,,Je ne sais pas,,Emmanuel Macron,,,,,,,,,,,,,
481,6182517011,156443487,2017-05-04 20:11:12,2017-05-04 20:22:10,Oui,Poutou,Oui,,Pas sûr,,Blanc,Car entre le diable et le demon je préfère voir la lumière ,Macron,"Macaron car tous le monde à peur depuis de génération du fn, puis t'en tous les cas le fn et une arnaque et que marine cest grié en direct donc il faux aussi ouvrir les yeux  pour nous le peuple",Non,Car tous le mond à une vision différente de la vie et ce quil veule pour eux donc y faux l'accepter pour pouvoir vite tous ensemble ,Oui,Car entre le demon et le dible je préfère voir la lumière et ci tous le monde fessais pareille sa changrré le notre nation ,"Button because all the world to fear for generating the fn, then you all the fn and a scam and that marine cest grié direct therefore false also open the eyes to us the people",For all the world to a different vision of life and that this spineless so wrong for them to be able to quickly accept all together ,Because between the demon and the policies I prefer to see the light and all the world fessais like its changrré our nation ,,,Because between the devil and demon I prefer to see the light 
482,6182516347,156443487,2017-05-04 20:11:51,2017-05-04 20:16:49,Oui,Le Pen,Autre (veuillez préciser),Le pen,Très sûr,,Marine Le Pen,,Le Pen,Marine le pen prône la France et non l'Europe ! ,Oui,C'est la seule qui donne un espoir a la France.,Oui,.,Marine pen advocates France and not Europe! ,It is the only gives a hope has France.,.,The pen,,
483,6182505968,156443487,2017-05-04 20:06:18,2017-05-04 20:09:36,Oui,Melenchon,Oui,,Très sûr,,Emmanuel Macron,,Macron,Il et mieux que madame le pen cest pas la peine ,Oui,Parce que microbe et mieux que madame le pen pas la peine ,Oui,Plus d'honneur envers la France ,He and better than Madam pen is not worth ,Because microbe and better than Madam pen not worth ,More honour to France ,,,
484,6182501394,156443487,2017-05-04 20:02:44,2017-05-04 20:05:21,Oui,Macron,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
485,6182494186,156443487,2017-05-04 19:59:56,2017-05-04 20:05:34,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,La France doit changer et marine le pen et bien placée pour ce changement ,Oui,Toute mes connaissance pense comme moi un changement c se qu'il nous faut,Oui,Oui c un très bon choix et je ne regrette rien pour ma décision ,France must change and marine pen and well placed to this change ,All my knowledge as I think a change is that we c,Yes c a very good choice and I regret nothing for my decision ,,,
486,6182493986,156443487,2017-05-04 19:58:46,2017-05-04 20:03:39,Oui,Poutou,Oui,,Je ne sais pas,,Blanc,Nul,Macron,Macron car lepen veut virer tout le monde ,Oui,Oui,Non,Je sais pas,Macron because lepen wants to turn everyone ,Yes,I know not,,,No
487,6182490451,156443487,2017-05-04 19:58:09,2017-05-04 20:00:56,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Oui,,,,,,,
488,6182489825,156443487,2017-05-04 19:57:29,2017-05-04 19:59:40,Non,Le Pen,Je ne sais pas,,Pas sûr,,Marine Le Pen,,,,,,,,,,,,,
489,6182489474,156443487,2017-05-04 19:56:50,2017-05-04 20:00:35,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,,,,,,,,,,,,
490,6182487370,156443487,2017-05-04 19:57:25,2017-05-04 19:58:23,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
491,6182468621,156443487,2017-05-04 19:47:43,2017-05-04 19:55:57,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Car le projet de M. Le Pen est très sur. Et que je suis d'accord sur tout les points et qu'il ne faut pas supprimer les APL comme Macron le veux je dis NON à MACRON!!!  ,Oui,"Je suis d'accord pour que la protection soit en forte d'ensiter. Qu'il y est moins d'attentats , ",Oui,MARINE LE PEN C'EST LA FRANCE C'EST NOTRE AVENIR,Because the draft Mr. The Pen is very. And I agree on all points and that we should not remove the APL Macron as I want to say NO to MACRON !!!  ,"I agree that the protection is strong in ensiter. What is less attacks, ",MARINE LE PEN IS THE FRANCE That It IS OUR FUTURE,,,
492,6182467073,156443487,2017-05-04 19:45:41,2017-05-04 19:49:14,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Non,,Oui,,,,,,,
493,6182458000,156443487,2017-05-04 19:41:59,2017-05-04 19:47:59,Oui,Macron,Non,,Pas sûr,,Emmanuel Macron,,Macron,Les élections présidentielles​ de 2017 en France sera remporter par Emmanuel Macron pour son programme sa simplicité et son expertise.,Non,Aux débuts je pensais que sa allait être Marine le Pen parce que je leur disais qu'elle est favoris pour remporter les élections présidentielles mais mon choix au final à était de dire que Emmanuel Macron sera sans aucun doute ou du moins ce que je l'espère président de la République pour les 5 prochaine année.,Oui,,The presidential elections 2017 in France will win by Emmanuel Macron programme its simplicity and expertise.,In early I thought would be its Marine Le Pen because I told them that it is favorite to win the presidential elections but my final choice was to say that Emmanuel Macron will no doubt or at least what I hope President of the Republic for 5 next year.,,,,
494,6182457359,156443487,2017-05-04 19:42:04,2017-05-04 19:46:30,Oui,Le Pen,Oui,,Très sûr,,Blanc,Suite au débat ,Macron,"Les gens ont trop peur que le FN passent, ils préfèrent voter Macron. Les sondages le disent d'ailleurs. De plus, ce qui fait le plus peur aux Français, c'est la sortie de l'Union européenne que Marine Le Pen propose",Oui,"Mes amis pensent la même chose, je ne vois pas ce que je pourrais rajouter!",Non,Aucun des deux candidats n'est un bon choix pour sauver la France,"People are too afraid that the FN pass, they prefer to vote Macron. Opinion polls say elsewhere. Moreover, the most fear the French, it is the output of the European Union that Marine Le Pen proposes","My friends think the same thing, I do not see what I might add!",Neither of the two candidates is a good choice for saving France,,,Following the debate 
495,6182454962,156443487,2017-05-04 19:40:49,2017-05-04 19:49:48,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,"Parce que je trouve que Madame Le Pen est trop agressive, qu'elle ne fera pas ce qu'elle dit, je trouve qu'un bon Président doit effectuer son programme sans oublier qu'il doit d'abord terminer ce que l'ancien Président n'a pas finit ce qui n'est pas son cas, si elle passe Présidente, elle changera tout et ne terminera  rien, je trouve aussi qu'un Président doit demander au peuple ce qu'ils veulent exactement et non faire ce que le Président veut et puis elle n'arrête pas de casser du sucre sur Mr Macron alors que elle elle n'est pas mieux du tout.",Non,"Mes amis ne pensent pas comme moi du fait  qu'ils veulent que Madame Le Pen passe pour faire sortir tout ce qui gêne dans la France, certe c'est vrai qu'il faut renforcer la sécurité et faire partir ces Fichés S mais qui nous dit que Mr Macron ne le fera pas ?",Oui,"Tout simplement parce que Mr Macron s'inquiète pour le peuple Français, il veut trouver des solutions qui conviennent à tout le monde et puis il ne faut un Président jeune er non un Président qui a largement dépassé l'âge de la retraite.","Because I think Madam Le Pen is too aggressive, that it will not what she said, I think a good President must perform its program without forgetting that it must first complete what former President did not end which is not his case, if it is President, it will change everything and nothing will, I also find that a President must ask the people what they want exactly and not do what the President wants and then it keeps breaking sugar on Mr Macron While it is not better.","My friends do not think like me because they want Mrs Le Pen is to get all that discomfort in France, relishing it is true that we must strengthen security and make these Fichés from S but who says that Mr Macron will not?","Quite simply because Mr Macron is concerned for the French people, it wants to find solutions that are suitable for everyone and then must a President young er not a President who has far exceeded the age of retirement.",,,
496,6182451483,156443487,2017-05-04 19:38:24,2017-05-04 19:41:09,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,L'avenir et la sécurité.,Oui,,Oui,,The future and security.,,,,,
497,6182450972,156443487,2017-05-04 19:37:26,2017-05-04 19:39:59,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
498,6182448856,156443487,2017-05-04 19:37:01,2017-05-04 19:41:10,Oui,Hamon,Oui,,Très sûr,,Marine Le Pen,,Macron,Je pence que sa va être Emmanuelle maron qui remportera les élections présidentielle mais je doute aussi avec marine le pen ,Non,Je ne sais pas ce qu'ils en pensent,Oui,Oui je pence qu'elle peux faire changer plein de choses ,I pence that his will be Emmanuelle maroon wins the presidential elections but I doubt also with marine pen ,I don't know what they think,Yes I pence that it can change a lot of things ,,,
499,6182443109,156443487,2017-05-04 19:34:11,2017-05-04 19:37:09,Oui,Macron,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Car pour la France sa doit changer,Non,Car ils sont sur de leur choix,Oui,Car il faut que ça change,For France must change its,Because they are on their choice,Because it must change,,,
500,6182442267,156443487,2017-05-04 19:33:52,2017-05-04 19:35:56,Oui,Melenchon,Oui,,Très sûr,,Marine Le Pen,,Le Pen,,Oui,,Non,,,,,,,
501,6182441253,156443487,2017-05-04 19:32:55,2017-05-04 19:35:29,Oui,,Non,,Pas sûr,,Blanc,Aucun des deux,,,,,,,,,,,,None of the two
502,6182436424,156443487,2017-05-04 19:31:05,2017-05-04 19:35:13,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Elle va sauver la France.,Oui,"Ils pensent comme moi, Marine LE PEN va sauver la France!",Oui,Oui c'est le bon choix parce qu'elle va vraiment sauver la France.,It will save France.,"They think like me, Marine LE PEN will save France!",Yes it is the right choice because it will really save France.,,,
503,6182433645,156443487,2017-05-04 19:29:37,2017-05-04 19:31:18,Oui,Le Pen,Non,,Très sûr,,Marine Le Pen,,Le Pen,,Oui,,Oui,,,,,,,
504,6182433110,156443487,2017-05-04 19:27:03,2017-05-04 19:32:32,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Macron qui défend les liberté,Oui,Oui,Oui,Oui,Macron which defends the freedom,Yes,Yes,,,
505,6182432605,156443487,2017-05-04 19:28:37,2017-05-04 19:31:50,Oui,Macron,Je ne sais pas,,Je ne sais pas,,Blanc,Je ne sais pas,Macron,Je ne sais pas ,Oui,Je ne sais pas,Oui,Je ne sais pas,I don't know ,I don't know,I don't know,,,I don't know
506,6182426834,156443487,2017-05-04 19:25:12,2017-05-04 19:27:17,Non,,Non,,Pas sûr,,Marine Le Pen,,,,,,,,,,,,,
507,6182424686,156443487,2017-05-04 19:23:56,2017-05-04 19:26:10,Non,Macron,Je ne sais pas,,Je ne sais pas,,Emmanuel Macron,,,,,,,,,,,,,
508,6182421625,156443487,2017-05-04 19:23:19,2017-05-04 19:25:46,Oui,Le Pen,Oui,,Très sûr,,Blanc,je ne sais pas encore,Macron,,Oui,,Oui,,,,,,,I don't know yet
509,6182421603,156443487,2017-05-04 19:23:47,2017-05-04 19:26:37,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,Car son programme est plus complet et que nous  avons besoin d un changement de changer d3 politique. ,Oui,Car il ne veulent d un autre Hollande.,Oui,Car il faut que sa change.,Carson program is more comprehensive and that we need d a change of d3 political change. ,Because it d want another Holland.,Because must its exchange.,,,
510,6182419517,156443487,2017-05-04 19:22:01,2017-05-04 19:24:21,Oui,Le Pen,Je ne sais pas,,Je ne sais pas,,Marine Le Pen,,Le Pen,,Non,,Oui,,,,,,,
511,6182418758,156443487,2017-05-04 19:22:10,2017-05-04 19:48:34,Oui,Le Pen,Oui,,Très sûr,,Marine Le Pen,,Le Pen,"Je pense que Marine va gagner Car on entend des gens de tous les milieux et de toutes les origines qui commencent à ouvrir leurs yeux et la soutienne . Elle a complètement changer le Fn : a l'époque où c'était son pere, je n'aurais jamais voter fn Mais depuis que c'est Marine : tout a changé et je suis à fond pour ce parti politique Car je suis profondément attachée aux valeurs françaises et opposée à l'extrémisme dans quelque domaine que se soit . À grenoble (38) , je vois chaque jour les dérives du social poussé à l'extrême et les problèmes liés aux étrangers : ceux qui ont fait des Etudes , travaillent...sont expulsés dans leur pays d'origine,  et ceux qui posent problème et agressent les gens , reconnaissent des enfants qui ne sont pas les leur pour avoir les papiers...: ceux-là on les garde et ils nous dégrade notre belle france 🇫🇷. Comme moi personnellement j'en suis victime : 1 burkinabé m'a taper et à mentit au point de faire placer Mon bébé à l'âge de 8 mois , la police aux frontières a pour tant vu qu'il se promène avec 3 identité que pour lui-même et il fait partit d'un réseau de trafic de papier, a reconnu mon fils sans mon accord AloRs qu'il n'est pas le pere et à refuse de faire le test ADN pourtant imposé par le parquet... il a essayer de taper le petit plusieurs fois. Plusieurs fois je l'ai vu entrain de dealer dehors. Mais le parquet à fermer toutes les enquêtes.    J'ai 1 mari Tunisien,que je connais depuis 2014 et on est ensemble seulement depuis 1 an , et on se retrouve séparer pour 1 simple histoire de papier : j'attend son bebe et je suis seule pour la grossesse Car on ne veut pas lui donner de visa AloRs qu'on s'aime et que je ne peut pas voyager enceinte et en plus Jai mes enfants placés par le juge des enfants et que j'essaye de récupérer. Alors que mon mari à toujour travailler en 2014 il était en France et on l'a expulser à cause d'un visa périmé en2015 . Je suis tombée enceinte quand je suis aller le voir en Tunisie : on s'aime tellement, chaque jour on fait la caméra, on s'appelle...et on a envie de passer notre vie ensemble, qu'il soit la pour m'aider pendant la fin de grossesse et pour l'´accouchement mais impossible d'avoir 1 visa. Il est urgent de changer les lois des étranger pour que personne se retrouve dans notre situation. Et que les mauvais gens comme le burkinabé soient de suite expulser .  Pouvez-vous délivrer 1 visa à Mon mari Tunisien pour qu'il vienne m'aider svp ? Je me retrouve sans personne pour m'aider AloRs qu'il y a 1 pere et qu'on s'aime vraiment. Merci",Non,Certaines personnes ont du mal à comprendre que le fn a changé et qu'il n'y a plus le racisme gratuit comme au temp de jean marie Lepen. Et que Marine à 1 véritable programme dans tous les domaines,Oui,"Je pense que Marine est la seule qui veux réellement le bien de ce pays et pour tout le monde contrairement à macron : qui lui, soutient uniquement la finance et s'en fout des travailleurs , retraités ou handicapés... Macron c'est juste 1 escroc","I think Navy will win Caron heard people of all backgrounds and all backgrounds who are beginning to open their eyes and support. She has completely change the Fn: a time when it was his father, I would never vote fn But since it's Navy: everything has changed and I am fully for this political party because I am deeply committed to French values and opposed to extremism in any area. At COOKIES (38), I see every day is pushed to the extreme social and problems with foreigners: those who have made studies, work ... are deported to their country of origin, and those who are problem and attacking people, recognize children who are not having their papers ...: those we care and we degrade our beautiful france. Like me personally I am victim: 1 Burkina Faso beat me and lied to make place My baby at the age of 8 months, the border police had yet seen walks with 3 identity for himself and he went to a network of trafficking in paper, recognized my son without my agreement then it is not the father and refuses to do the DNA test yet imposed by the prosecutor ... he try to type the small several times. Several times I saw spirited dealer outside. But the prosecutors to close all surveys.    I have 1 Tunisian husband, that I know since 2014 and we're together only since 1 year, and we are separated for 1 simple history of paper: I expect her baby and I am only for pregnancy Caron does not give him visa then that we love and that I cannot travel pregnant and more Jaimes children placed by the judge children and I try to recover. While my husband to always work in 2014 it was in France and was expelled because of a visa expired en2015. I fell pregnant when I am go see Tunisia: we love so much, every day is the camera, called ... and we want to spend our lives together, whether for me during the end of pregnancy and childbirth but impossible to have 1 visa. It is urgent to change the laws of foreign person in our situation. And that the bad people like the Burkinabé are following expulsion.  Can you issue 1 visas to My husband Tunisien to come help me please? I found no one to help me then that 1 father and that we really like. Thanks",Some people have difficulty understanding that the fn has changed and there is more racism free as the temp jean marie Lepen. And Navy 1 genuine program in all areas,"I think Navy is the only really want the good of this country and for everyone unlike macron: who, only supports the finance and cares of workers, pensioners or disabled ... Macron is just 1 crook",,,
512,6182415864,156443487,2017-05-04 19:19:34,2017-05-04 19:21:40,Oui,Melenchon,Oui,,Autre (veuillez préciser),J irais pas ,,,,,,,,,,,,,J would not ,
513,6182414740,156443487,2017-05-04 19:18:37,2017-05-04 19:21:40,Non,Le Pen,,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
514,6182413397,156443487,2017-05-04 19:19:28,2017-05-04 19:21:14,Oui,Le Pen,Oui,,Très sûr,,,,Macron,,Oui,,Non,,,,,,,
515,6182405036,156443487,2017-05-04 19:14:22,2017-05-04 19:17:15,Oui,Macron,Oui,,Très sûr,,Emmanuel Macron,,Macron,Macaron ,Oui,,Oui,,Button ,,,,,
516,6182404599,156443487,2017-05-04 19:14:12,2017-05-04 19:16:25,Oui,Hamon,Oui,,Très sûr,,Emmanuel Macron,,Macron,,Oui,,Oui,,,,,,,
517,6182397259,156443487,2017-05-04 19:10:51,2017-05-04 19:11:55,Non,Le Pen,Oui,,Très sûr,,Marine Le Pen,,,,,,,,,,,,,
